,text,target,title,date,check
6783,"# #I used to think that homosexuals were OK -- but havng now gotten a # #chance through USENET to know quite a few, I've realized that I was # #misled in my youth.  Homosexuals are vicious, screwed-up, often # #really evil people. #  # That's a load of shit.  If you really have the naivete to believe that the # bozos over on soc.motss characterize our entire populace, you need to LIVE a # little.  Try soc.bi, for example...you'll find almost exclusively a bunch of  Yet, the characteristics of soc.motss fit quite well with the other evidence that is available.  High promiscuity, child sexual abuse history, support for child molestation advocacy groups like NAMBLA, S&M, etc.  # well-adjusted, friendly, humanistic people.  And, in any case, I think # you'll find that most people are quite different from the persona they # present on USENET.  For all I know, you're a wonderful, enlightened human # being taking the role of hatemonger for satirical effect. #  # Somehow I doubt it, though....  Hatemonger: someone who reminds people of why homosexuals are dying in such large quantities of AIDS -- because",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6727," Mr. Cramer, when are you going to stop indulging in such blatant lies? This is not only not true, you know damned well that it's not true.  None of your research supports this; no mental health expert has taken this position.  This is *your own* opinion which is not backed up by any research or any knowledge.  According to one survey, done in San Francisco, the number of heterosexual men who were molested as children was on the order of 5%.  The number of homosexual men who were molested as children was on the order of 8%. Source:  a book on sexual abuse of children by David Finkelhor (sorry, the title escapes me).  Conclusions that can be drawn from this:  none.   Oh, you definitely have a choice.  You realize, of course, that you are approaching the two-year anniversary of your crusade.  How are you planning on celebrating two years of lies?  Incidentally, we are still waiting your crusade against African-Americans, women, and other minorities who also want to ""impose their morality on others"".  After all, they also want the government to ""tell peaceful people how to",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6799,"# #From the Santa Rosa (Cal.) Press-Democrat, April 15, 1993, p. B2: # # # #    Male sex survey: Gay activity low #  # Note this contradictory title-  Gay Activity Low.  Not really.  The percentage of gays was low.  Headline writers aren't noted for accuracy.  # #    A new natonal study on male sexual behavior, the most thorough # #    examination of American men's sexual practices published since # #    the Kinsey report more than four decades ago, shows about 2 # #    percent of the men surveyed had engaged in homosexual sex and # #    1 percent considered themselves exclusively homosexual. # # # #The article also contains numbers on the number of sexual partners. # #The median number of sexual partners for all men 20-39 was 7.3. #  # #It's a shame that we don't have a breakdown for # #straight men vs. gay/bi men -- that would show even more dramatically # #how much more promiscuous gay/bi men are. # #--  #  # Now let's take a quick look at",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6953,"# |# # Can someone tell me why when Mr. Cramer spouts on about homosexuals, # |# # he only addresses homosexual men, and never, in any post I've read, # |# # addressed lesbians? # |#  # |# I can't really speak for Mr. Cramer here, but I can say that a # |# homosexual [male] is an entirely different animal than a lesbian. # |# There is virtually nothing that is analogous or related between the # |# aberrant behaviors practiced by these two groups of deviants. #  # Obviously.  A homosexual male is of the XY chromosome pair and the lesbian # is of XX.  Besides, what does that have to do with the price of eggs?  Since # Mr Cramer is _very_ straight, he most probably gets off to the thought of # lesbians, like the majority of adolescent males. #  # |#   The views expressed herein are   |  Theodore A. Kaldis # |  Adda Wainwright        |    Does dim atal y llanw!         8o)   ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6859,"  Excuse me? Quality? As in grade A CO2 and grade B CO2? I may not have this quite right but I was under the impression that CO2 was CO2.   Furthermore,    A) There is no reason to believe this system is inherently stable-  The Ice ages occured without any help from humans.   B) The point was that the human contribution of CO2 and other  greenhouse gasses is insignificant and it won't really make a difference if we make more or less.   C) What overwhelming data? I see lots of 'projections' of the future, which is fascinating, considering they can't predict the weather two weeks in advance.",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6765,"From: harelb@math.cornell.edu (misc.activism.progressive co-moderator) Subject: F<O>CUS/HEALTH: How U.S. Compares....**PAID** Maternity leave...  F<O>CUS/HEALTH: How U.S. Compares....**PAID** Maternity leave...  ===================================================================  Duration of nationally provided PAID maternity leave in weeks, 1988  ===================================================================   ============================================  COUNTRY          WEEKS  COUNTRY        WEEKS  ============================================  United Kingdom      40  Germany           14  Finland             38  Ireland           14  Denmark             28  Japan             14  France           16 28  Spain             14  Italy               22  Netherlands       12  Norway   ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6919,"The word some sums it up, alot of scientist have concluded that without a doubt Global Climate will/is occur(ring) and should be dealt with by source reductions.  This includes making sure that the ""price"" of fossil fuels reflects their ""true costs"".",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6920,"   Steve I'm glad to see that you abandoned the preamble thing.  What; did you do a word search to find Welfare somewhere else in the constitution?  [my comments and paraphrases in brackets]  Article I Section 8:  [in some ways the guts of the constitution]  The Congress shall have the Power:  1. To lay and collect Taxes, Duties, Imposts and Excises,         to pay the Debts [indebtedness as defined in the document]        and provide for the common Defence [Defence as precisely defined]        and general Welfare [as defined through the document, mostly in ways                            [that limit the government.]          of the United States; [but the above taxes shall be uniform through-                          ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6824,"   Presumably the B-D did not mount a continuous state of alert with gunmen ready to fire on people who casually walked up to ring the doorbell.  Once inside the building the BATF would have been in control. Trained police officers are a match to any bunch of Bozos playing at soldiers.    Not a smart move. Unless meant to be part of the surprize cover. Even so the narrow opening of the trucks simply was not a good idea. A side opening truck would have been much better, more like a covered waggon.    Sounds just about right to me. Its the minimum amount of force that I would consider necessary to serve a warrant on the talk.politics.guns annual dinner.  Michael Hesseltine ordered the use of over 5000 crack troops including members of the parachute regiment to remove approx 250 hippy peace protestors on a site where they wanted to install cruise missiles. He even turned up in a flack jacket to monitor the proceedings. Just about the most dangerous tool the women possesed was a tin opener. That single action probably cost him the position as Prime Minister. One of",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6809,"       Granted.  Pomeroy, Bell, Weinberg, 1967.  ""National Institute of Mental Health Paper 12353, ''Patterns of Adjusment in Deviant Populations.''""  Cited as part of the National Institute of Mental Health Task Force on Homosexuality.     Pomery concluded, ""The Kinsey statistic of 37% is probably higher than is realistic.  According to these estimates, 33% is a more realistic figure.""     (I went out and bought LOTS of Bell & Weinberg this weekend... can you tell?)     Also, The Janus Report on Sexual Behavior (Samuel S. Janus, Ph.D. and Cynthia L. Janus, M.D., John Wiley & Sons (pub), 1992) has the following:  Table 3.14 Have you ever had a homosexual experience?           Men.    Women. N=        1,335   1,384 Yes       22%      17% No        78%      83%  Table 3.15 How often have you had homosexual contact?      ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6721," First of all, I wouldn't have gone after the Davidians for a firearms violation which I object to in the first place.  Second, I wouldn't have executed a search warrant via an armed assault when all the Davidians were sure to have been there.  Third of all, I wouldn't have cut off all outside communication to Koresh.  And I certainly wouldn't have gone in with a tank-- time was on the FBIs side.  Since they had outside resupply, they could wait indefinitely.  ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6828,  Because the Gun loonies were firing on vehicles with 50mm amunition that has a range of 3000 meters.  Next question.   The problem is of course the laws that allow a bunch of raving nutters to collect a huge stack of arms in the first place.  The sequence of events meant that there really was no option but to attempt some sort of breakthrough via an intervention. If the FBI had had the stomach for it they could have mounted a commando type raid and attempted to save the children by shooting all the adults. It really was a no win situation. Koresh had plenty of opportunity  to give up and stand trial for the murder of the 4 ATF officers. Instead he ordered the murder of the children.   In order to reject the word of the FBI and BATF it is neccessary to beleive the words of a man who has just murdered 17 children and ordered the  suicide/murder of his other 80 followers. According to the account given the BATF attempted to serve a warrant upon Koresh at the ranch and were met by gunfire in a deliberate attempt,18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6740,"The White House                     Office of the Press Secretary  --------------------------------------------------------------- For Immediate Release                             April 23, 1993                         Background Information:                      Advancing U.S. Relations          with Russia and the other New Independent States                            April 23, 1993   At the Vancouver summit, President Clinton and President Yeltsin  agreed to pursue a number of measures designed to implement an  economic and strategic partnership between the U.S. and Russia.   Since then, President Clinton",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6870,"# #  Actually, I was rather surprised to see an article on this subject # # (i.e. the ""new, inproved"" survey saying that roughly 1% of men are gay) # # on the front page of The New York _Times_ recently (I think it was # # on Thurs, 15 April).  The headline was something to the effect of  # # ""New Survey Finds 1% of Men Are Gay"" #  # Does anyone else see the difference between ""1% of Men Are Gay"" and 1% # of Men surveyed *say* they are gay?  Does the NY Times think that # there is no one ""in the closet""?  I see.  When survey after survey show 1-4%, we are supposed to believe ONE survey, done with very poor assumptions, with a very atypical population, 40 years ago when the society was FAR more repressed about homosexuality than it is now.  Yeah, right.  # Russ Anderson    |  Disclaimer: Any statements are my own and do not reflect",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6905,"russotto@eng.umd.edu (Matthew T. Russotto) writes...      It's fairly simple. It was decided to burn the place down,  and more than one agent was dispatched to set the fires in  separate parts of the compound. I doubt that ""simultaneously""  means ""at the exact same time"" in this case. It likely means  ""close enough together to preclude them from being part of  the same fire.""     They might be waiting until the evidence comes in from the  site, and the investigation is at least well underway.      The same could be said of Jonestown.    Maybe. Then again, I've been suprised at what folks have missed  in the past in similar situations. Don't jump t oconclusions.                    _____  _____                   \\\\\\/ ___/___________________   Mitchell S Todd  \\\\/ /                ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6829,"  Watch the videotape carefully, the CNN coverage was fairly decisive.  The first fire starts in the Tower, this is three storeys high and there is a flag to the right of it on the picture. The second fire starts  in another tower which is similar to the first only two storeys high. The flag is on the left in the camera picture that shows this fire starting.  Thus the camera pictures cleraly show the fire starting at two separate locations. The FBI report a third. I was not able to verify it from the videotape however someone else identified a fire shown to be starting behind the small tower in the second (flag on left) camera angle.   The flames coming out of the building are yellow/orange. This is the normal colour for carbon compounds burning. The flames were those of a  solid or confined liquid burning, not of a gas exploding.    The explosion that occurs mid way along the building is certainly not an explosive though. The cloud itself is on fire. This would seem to be most likely to be some sort of fuel oil store exploding rather",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6939,"  Well, for one thing most, if not all the Dividians (depending on whether they could show they acted in self-defense and there were no illegal weapons), could have gone on with their life as they were living it. No one was forcing them to give up their religion or even their legal weapons. The Dividians had survived a change in leadership before so even if Koresch himself would have been convicted and sent to jail, they still could have carried on.   I don't think the Dividians were insane, but I don't see a reason for mass suicide (if the fire was intentional set by some of the Dividians.) We also don't know that, if the fire was intentionally set from inside, was it a generally know plan or was this something only an inner circle knew about, or was it something two or three felt they had to do with or without Koresch's knowledge/blessing, etc.? I don't know much about Masada. Were some people throwing others over? Did mothers jump over with their babies in their arms?",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6836," Peter Nelson posted a very eloquent response to this point in  talk.politics.misc, so I need not consume more bandwidth here.    What I meant, if it was not clear, was the intersection set of liberal and libertarian philosophies of ""natural rights"" and how the government (and Constitutional interpretation in particular) fits into that  philosophy.  This philosophy engages in the very serious practical  error of endowing the nine lawyers on the Supreme Court with an almost  totalitarian authority, completely outside of the consent or consensus  of The People.  This is why Supreme Court nominations are such amazing political fist-fights these days, because He who Controls the Court Rules the Country.  The people on the Court may well be trying to do the best job they can, but they are at best a benevolent oligarch, even if you approve of every Supreme Court decision ever.  Eventually, an oligarch will arise that will decimate that which you hold dear.  Try  Supreme Court cases by Jury, and the problem would be mitigated a great  deal.  Those who would create broad, non-enumerated government powers at any  level (as",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6681,"  Your post is based on the premise that the laws as they stand do not discriminate anybody, so your argument falls over immediately.  Are you really that dumb as to use emotive language to prove an argument? Please feel free to answer, that is, if you have anything intelligent to say on the matter.    ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6940,"  What is ""SO"" supposed to signify?  I prefer the companionship of a person, not a euphemism.   Thankfully, you got the gender right.  For I am not a deviant.   Sexual deviants do not comprise a ""political minorit[y]"".   I only associate with girls who do indeed have self-respect.  But were I to find myself with the sort who would be inclined to head out the door on account of my views regarding the aberrant behavior known as ""homosexuality"", I would encourage her to indeed do so, and I would further advise her not to let the door whack her on the backside on the way out.  Who needs such an airhead?    Oh, I can't do anything _BUT_ count on it.  After all, it is inevitable, for it is part of the natural order of things.  Throughout history, nature has always asserted itself.  Don't be so arrogant as to assume that this foolish and misguided generation can change the nature of man where practically every other generation has failed. Greater men than you haven't been able to do this.  The above _MOST_ _CERTAINLY_ _WILL_",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6724,"rja@mahogany126.cray.com (Russ Anderson) writes...      The fact is that Koresh and his followers involved themselves  in a gun battle to control the Mt Carmel complex. That is not  in dispute. From what I remember of the trial, the authories  couldn't reasonably establish who fired first, the big reason  behind the aquittal.                    _____  _____                   \\\\\\/ ___/___________________   Mitchell S Todd  \\\\/ /                 _____/__________________________ ________________    \\/ / mst4298@zeus._____/.'.'.'.'.'.'.'.'.'.'.'.'_'_'_/ \_____        \__    / / tamu.edu  _____/.'.'.'.'.'.'.'.'.'.'.'.'.'_'_/     \__________\__  / /        _____/_'_'_'_'_'_'_'_'_'_'_'_'_'_'_/                 \_ / /__________/               ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6755,"   You don't know much about the fall of Diem's government in Vietnam.  Or the traditional Indian practice of Suttee. People have been  burning themselves to death (or willing to go through such and end)  for political and religious reasons since the beginning of time.  Also, death from smoke inhalation is little better than dying from  the flames themselves. Think about breatning in searing toxic  gasses. It's not pleasant.      Then again, to a Buddhist monk, it might be. To each his own.    I'm waiting to see what the government has, too.                      _____  _____                   \\\\\\/ ___/___________________   Mitchell S Todd  \\\\/ /                 _____/__________________________ ________________    \\/ / mst4298@zeus._____/.'.'.'.'.'.'.'.'.'.'.'.'_'_'_/ \_____        \__    / / tamu.edu  _____/.'.'.'.'.'.'.'.'.'.'.'.'.'_'_/",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6941,"# ## Sigh.  You're absolutely right.  We have no political power whatsoever.  #  # #If only that were true.  In California, homosexuals have enough power # #to impose their morals on others. #  # The only ""moral"" we're imposing is one which you supposedly embrace already: # every human being's right to be treated as such.  I don't expect to be hired based on my sexual orientation.  If someone decides he wants a gay-only staff of employees, that's his business. I won't force him to hire heterosexuals; please don't force me to hire homosexuals.  # ## Therefore, we should be oppressed and ignored and denigrated, right?  I #  # #You aren't oppressed in California. #  # But it's OK to oppress us, that's what you're saying!  No.  I'm saying it's none of the government's business what two consenting adults do in private.  You don't believe that, unfortunately.  # ## certainly hope you don't have an SO, sir, because if she heard how # ## disparaging you are towards political minorities, and if she had any shred # ## of self-respect, she'd be out the",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6833,"FURY OF MOTHER NATURE  Man's contribution to environmental ""pollution"" are paltry compared to those  of nature. In her exceptional book TRASHING THE PLANET, former Atomic Energy  Commision Chairman Dr. Dixie Lee Ray notes based on the available data, ""all  of the air polluting materials produced by man since the beginning of the  industrial revolution do not begin to equal  the quantities of toxic  materials, aerosols, and particulates spewed into the air from just three  volcanoes: Krakatoa in Indonesia in 1883, Mount Katmai in Alaska in 1912, and  Hekla in Iceland in 1947."" To which could be added Mount St. Helens in  Washington State in 1980 (which pumped out 910,000 metric tons of carbon  dioxide alone). El Chicon in Mexico in 1982 (which sent more than 100 million  tons of sulfur gases into the stratosphere), and Mount Pinatubo in the  Philippines (which in 1991 hurled upwards of 30 million tons of material into  the stratosphere). LOS NINOS Many environmentalists attributed the 1988 drought in the U.S. to global  warming, but researchers with the National Center for Atmospheric Research in  Boulder Colorado reported that the freakish",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6762,"        Perhaps I failed to make myself clear:  Minorities in the U.S. *correlate* with poverty.  This isn't good and we should address it, but we shouldnt' ignore that minorities and poverty *do* tend to go together.        *Does* Vancouver have a consistantly poor population drawn along racial lines?  If it doesn't, then assumptions of being able to compare minority vs. majority in both cities is questionable at best.          If the *rate* of increase over a period of several years remains unchanged, or increases, I think it's not a far jump to say that the laws are not effective.  No, you can't sit down and say that things wouldn't have been worse.  I don't have a crystal ball and neither do you.  However, that road leads us to a place where it is impossible to critique *any* action.  If it gets down to be, ""It might have been worse without them,"" then there *is* no valid objection, which I'm sure would amuse certain people to no end.     ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6913," You are forced everyday to associate with people that you do not wish to, and there isn't even a law that makes you do it.  But  you do, becuase you want to go shopping, or go to work, or go to a public park, or go to a baseball game, etc.",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6938,"  $># Item number 1:  in a previous posting, you stated that you had found $># ""overwhelming support for child molestation"" in soc.motss:  $># You have (finally) responded to this one.  I have read your complete file $># of postings to soc.motss and to put it bluntly, it does not support your $># assertion.  In short, this claim is bogus.  Thank you for confirming this.   Clayton, are you really an idiot, or do you just play one on USENET?  You claimed you had postings from a dozen (i.e. 12) soc.motss posters that ""supported child molestation"". (Point aside that they were really defending abolishing or modifying the age of consent laws, or the right to be ATTRACTED but don't act upon desires for children).  so 12 out of thousands is an ""overwhelming majority"".  You never cease to amaze me.  And you still haven't told me why my relationship with my partner is immoral.  Brian D. Kane",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6971,"  :So we try to ensure that the process of deciding whether to introduce :third parties isn't random.  As Steve said above, there are examples :where third parties *are* less ignorant or corrupt than the two :primary parties; should this knowledge not be able to help?  Of course it helps,  but only if the decision to involve third parties is the primary partis' to make.  A corrupt and ignorant third party isn't going to say,  ""we're corrupt and ignorant,  we'll stay out of this"". Pointing out that they are corrupt and ignorant won't help,  they either won't believe you or won't care.   :>  It's impossible (or at least beyond my abilities) to formulate a rule :>that will always tell whether the involvement of a third party would be :>good or bad,  but there's one that seems better than any other I've ever :>heard suggested:  voluntary good,  mandatory bad.  That is,  a third :>party should involve itself in a transaction ONLY at the request of :>the primary participants. :So we *don't* formulate a rule that will always tell; we try to use :knowledge about other",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6710,"     First, a tank drove through the wall into the living room.      I can't stop thinking about the children who were inside     the house (the room?) at the time.      How many people got killed during the Tiannamen Square events?    --  ------------------------------------------------------------------------------------------ Disclaimer: Opinions expressed are mine, not my employer's.",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6735,"## Don't forget that 25% had 20 or more partners.... # #Not surprising.  Remember, that study includes homosexuals as well.  Err, earth to Clayton, you posted this to show that 2% were homosexual. So if we assume EVERY homosexual was promiscious, that leads us to conclude that 23 percent of heterosexuals are promiscious. And that first assumtion is a bad one.  Clayton, it *IS* suprising from the claims you are making. ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6766,":    [...]     When you and the rest of the homosexual community : pass laws to impose your moral codes on me, by requiring me to : hire, rent to, or otherwise associate with a homosexual against : my will, yes, you are in my face.  Until homosexuals stop trying : to impose their morals on me, I will be in your face about this.  Ahh, what's good for the goose is not necessarily what's good for the gander.  You don't want homosexuals to impose their moral codes (such diabolical ideas as equal rights) on you, yet you are willing to impose your moral codes on them.  Do I detect a double standard?",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6739,"Rejoice! The Streets of Amerika are much safer now that the Branch Davidians no longer have those nasty assault weapons. Your children will no longer lie awake at night wondering when the next Brand Davidian will attempt to shoot them from their rural compound.      Men, women, and children have been murdered by our great BATF, but the greater good has been secured for all.",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6981,"     This is the first I hear that Koresh refused to release     someone.  In fact, a lot of people, including children, came out     during the stand-off.      How do you know Koresh killed his followers?  The FBI said     he had had no such plans (and they had the place bugged), Koresh's      attorney said the same thing, and the survivors claimed that the      fire was started by goverment agents.        --  ------------------------------------------------------------------------------------------ Disclaimer: Opinions expressed are mine, not my employer's.",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6944," For starters, they could have gone on waiting and negotiating.  The Davidians weren't going anywhere, and their supplies had to be limited.  Large, perhaps, but limited.  If they had simply fired the compound by themselves without gov't tanks smashing down their walls, then at least the gov't would not be guilty of having _again_ used an inappropriate level of force, and would have been able to use the meantime to continue to pressure and negotiate.  No, they would not have looked good on the news in six months or a year.  But they sure as hell don't look very good now.  Larry Smith (smith@ctron.com)  No, I don't speak for Cabletron.  Need you ask?",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6793," ...  I must object to the characterization of those opposed to the government's handling of the Waco situation as ""gun supporters"". Your argument tries to paint the BATF critics as right-wing gun nuts, and just mixes up two issues.  I am one of the BATF/FBI critics, and yet I am a liberal and just as anti-gun as you are.  I just happen to believe that everyone has civil rights, even religious crazies. They're all human beings, not some nest of wasps that you're trying to exterminate.  The BATF created the crisis situation by the way they handled the original raid.  It was well known that Koresh regularly went jogging outside his property.  He could have been served with a search warrant then.  He could have been arrested if he had refused to comply.  Instead officers armed with grenades invaded the property.  This escalated into a shooting war with tragic deaths on both sides.  Those were the first two mistakes:  the bad judgment of asking for a no-knock warrant, and the bad and probably illegal way the already-unwise warrant was served.  At this point, the situation escalated to",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6947," I *cannot* *believe* I am posting in this thread, but what the hell, he asked for it.  I had sort of the same reaction myself when I was first realizing I was bi.  ""So what, >90% of everyone else is straight, I'd never end up with a guy anyway.""  As several people on soc.bi pointed out to me, this is true only if you find partners (for relationships or just for sex) in primarily straight circles.  Nowadays with gay culture quite visible in major cities and such, you can easily find yourself in an overwhelmingly queer social circle if you so choose.  (About half my friends are bi, and that's just from hanging out in the science fiction club and going to UCBU once a week, it's not as if I have to go out of my way and hang out in bars or something.)  So the available pool for dates can be the same size.  Unless of course you're trying to date a random sample of the US population.  As for promiscuity, I've traded email with Clayton on the topic, and he still doesn't seem to want to admit that",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
6802,"-> >->  -> >-> For those who still doubt what is going on, this is -> >-> from the still uncensored AP wire: -> >->  -> >-> Two journalists from Houston arrested at gun-point and -> >-> cuffed and jailed for taking pictures of the compound today. -> >-> Later released on bail, but cameras and film were confiscated. -> >->  -> >-> jh -> > -> > You could work for CNN.  Take a few lines from a story and -> >imply something with it but don't say what you really mean.   -> > -> > The police always close off the area around a major crime -> >scene to keep evidence from being disturbed ->  ->     By taking pictures?   They leave foot prints, they may drop some trash on the ground, and they may pick up something that looks interesting.  ->  -> >, and it is a misdemeanor -> >to enter the closed off area.  One of the photographers also quickly -> >spun around with a long lens camera while the officer was approaching, -> >a good way to get shot. ",18,talk.politics.misc,2023-10-14 18:59:16.722480,yes
