bills_M7_best
"1. Electric Infrastructure Protection
"1. Neonatal Drug Exclusivity
2. Newborn Health
3. Drug Development"
"1. Education
2. Science
3. Technology"
"1. Submerged lands
2. Government
3. Extension"
"1. Green Act
2. ECOBAG Act
3. Recycling Program"
"1. Cybersecurity
2. Workforce
3. Assessment"
"1. Medicare
2. Protection
3. Act"
"1. Land
2. Sale
3. Appraisal"
"1. Education
2. Training
3. Teachers"
"1. Motocross
2. Tribal Land
3. Gaming"
"Tax Cut, Employment, Self-Employed, Payroll, Social Security, Income Tax, Modified Adjusted Gross Income, Investment Interest,"
"1. Tariffs
2. Electric Motors
3. Remote Control"
"1. Small Business
2. Investment
3. Act"
"1. Tax Deductions
2. Mortgage Insurance
3. IRC Amendment"
"1. Endangered Species Act
2. Captive-bred wildlife
3. Sport hunting"
"1. Tariff Schedule
2. Vinylidene Chloride
3. Copolymer"
"1. Sugar
2. Agriculture
3. Trade"
"1. Renewable Energy
2. Hydroelectric Energy
3. Alaska's Future"
"1. Vehicle Damage
2. Disclosure
3. Regulation"
"1. Tax Credit
2. Energy Property
3. Amendment"
"1. Land Transfer
2. Federal Property
3. Trust"
"1. Influenza Vaccination
2. Schools
3. Children"
"1. Proxy Voting
2. Transparency Act
3. Compensation Disclosure"
"1. Budgeting
2. Taxation
3. Analysis"
"1. Veterans
2. Dental Services
3. Purple Heart"
"1. Health Care
2. Disabilities
3. Accessibility"
"1. Energy Production
2. Project Delivery
3. Outer Continental Shelf"
"1. EPA Stationary Source Regulations
2. Carbon Dioxide Regulation
3. Methane Regulation"
"1. Glaucoma Screening
2. Health Awareness
3. Mobile Screening Units"
"1. Land Management
2. National Parks
3. Stadiums"
"1. Polar bear
2. Sport hunt
3. Importation"
"1. Chimpanzee Care
2. Funding Allocation
3. Research Evaluation"
"1. Military Personnel
2. Professional Credentials
3. Federal Occupational Licenses"
"1. Enemy Combatants
2. Habeas Corpus
3. Military Commissions"
"1. Men's Health
2. Families Health Care
3. Public Health Service Act"
"1. Postal Services
2. Innovation
3. Alcoholic Beverages"
"1. Energy
2. Insular Areas
3. Implementation"
"1. Equestrian Helmet Safety
2. ASTM International Standards
3. Consumer Product Safety Commission (CPSC)"
"1. Law Enforcement
2. Equity
3. Education"
"1. Land Exchange
2. National Forest System
3. Federal Land Policy and Management Act"
"1. Tariffs
2. Economizers
3. Boilers"
"1. Legislation
2. Titles
3. Appropriations"
"1. Water Rights
2. Indian Irrigation Project
3. Funding"
"1. Early Warning Reporting System
2. Motor Vehicle Defects
3. Public Accessibility to Information"
"1. Homeland Security
2. Customs and Border Protection
3. Immigration and Customs Enforcement"
"1. Electronic Sales of Livestock
2. Marketing Agencies
3. Payment Methods"
"1. Education
2. Autism
3. Learning"
"1. Combat
2. Medevac
3. Badge"
"1. Refineries
2. Crude oil
3. Environmental protection"
"1. Pension Benefit Guaranty Corporation
2. Health Care Tax Credit
3. Eligibility Extension"
"1. Health
2. Indians
3. Exemptions"
"1. Tariffs
2. Altuglas
3. Beads"
"1. Social Security
2. SSI
3. Railroad Retirement"
"1. Medical Decision Incentive Act
2. Best Practices
3. Health Care Coverage"
"1. Whistleblower Protection
2. Circuit Review Extension Act
3. Merit Systems Protection Board"
"1. Medicare Act
2. Medical Malpractice Reform Act
3. Health Care Lawsuits"
"1. Water Rights
2. Settlement Act
3. Hualapai Tribe"
"1. Crow Tribe Land
2. Restoration Act
3. Loan Program"
"1. Agriculture
2. Health
3. Education"
"1. Carbon Monoxide Poisoning Prevention
2. Grant Program
3. Compliant Carbon Monoxide Alarms"
"1. Global Warming
2. Pollution Reduction
3. Clean Air Act"
"1. Energy Assistance
2. Low-Income
3. Amendment"
"1. Hydropower
2. Energy
3. Environment"
"1. Cosmetology
2. Tax Credit
3. Compliance"
"1. Internet Tax
2. Freedom
3. Act"
"1. Immigration
2. Criminal Justice
3. Funding"
"1. Commodity Futures Trading Commission (CFTC)
2. Foreign Board of Trade
3. Energy Commodities"
"1. FHA Loan
2. Mortgage Insurance
3. Housing"
"1. Cybersecurity
2. Information Systems
3. Accreditation and Training"
"1. Disabled Veteran Caregiver Housing
2. Assistance Act of 2011
3. Specially Adapted Housing Assistance"
"1. Spokane Tribe
2. Grand Coulee Dam
3. Equitable Compensation Settlement Act"
"1. Carbon Capture and Storage
2. Research and Development
3. Geologic Sequestration"
"1. Medicare
2. Prescription Drugs
3. Healthcare Policy"
"1. Lois Lerner
2. Electronic Communications
3. Cash Awards"
"1. Voter Registration
2. Automatic Voter Registration
3. Election Laws"
"1. Military Service
2. Records
3. Transfers"
"1. Climate Solutions Commission
2. Greenhouse Gas Emissions
3. Energy Efficiency"
"1. Bill Act
2. Publication
3. Timeframe"
"1. Net Worth Certificate Program
2. FDIC
3. Bank Supervision"
"1. Budget
2. Accounting
3. Transparency"
"1. Medicare
2. Enrollment
3. Premiums"
"1. Ocean Exploration
2. Undersea Research
3. Interagency Planning and Coordination"
"1. Webcaster Settlement Act
2. Copyright Royalty Judges
3. Sound Recordings"
"1. Government Transformation Act
2. Commission on Government Transformation
3. Federal Agencies"
"1. Health Insurance
2. Congressional Staff
3. Designation"
"1. American Recovery and Reinvestment Act
2. Outlying Areas
3. State Fiscal Stabilization Fund"
"1. Veterans Health Care
2. Pay-for-Performance
3. Community-Based Outpatient Clinics"
"1. Holocaust Education
2. Education Grants
3. Non-Federal Funds"
"1. Federal Advisory Committee Act Amendments of 2013
2. Appointments to federal agency advisory committees
3. Federal eth"
"1. Flood Insurance
2. Rate Increase
3. Suspension Act"
"1. Mosquito Control
2. Public Health
3. Grants"
"1. Short Sales Act
2. Notification
3. Decision"
"1. Flight Courtesy Act
2. Mobile Communication Device
3. Domestic Passenger Aircraft"
"1. Refugee Resettlement
2. Immigration Policy
3. State Sponsors of Terrorism"
"1. Airport Security
2. TSA Regulations
3. Aviation Safety"
"1. Commercial Real Estate
2. Credit Guarantee Program
3. Oversight Board"
"1. Border Violence
2. Firearms Trafficking
3. Law Enforcement"
"1. Medicare
2. Rehabilitation
3. Therapy"
"1. Land Conveyance
2. National Forest
3. Public Purposes"
"1. Health
2. Savings
3. Family"
"1. Payment Innovation
2. Bundled Payments
3. Integrated Care"
"1. Drug Trafficking
2. Controlled Substances
3. Chemicals"
"1. Trade
2. LED
3. Duty"
"1. Healthcare Efficiency
2. Physician Workforce Enhancement
3. Patient Access to Primary Care"
"1. Disaster Response
2. Housing Assistance
3. Mortgage Forbearance"
"1. Water Security
2. Emergency Response
3. Vulnerability Assessments"
"1. Education
2. Income
3. Home Schooling"
"1. Security
2. Defense
3. Cooperation"
"1. Immigration
2. Authorization
3. Appropriations"
"1. Indian Employment
2. Training and Related Services
3. Consolidation Act"
"1. Korean War
2. Veterans
3. Recognition"
"1. Parental Bereavement
2. Leave Entitlement
3. Federal Employees"
"1. Health
2. Women's Rights
3. Military"
"1. Military Family Home Protection Act
2. Servicemembers Civil Relief Act
3. Credit Denial"
"1. National Gallery of Art
2. Bill
3. Protection"
"1. Financial Protection
2. Consumer Bureau
3. Repeal Act"
"1. Veterans
2. Debt
3. Elimination"
"1. Tariffs
2. Hydration systems
3. Duties"
"1. Drug Pricing
2. Pharmacy Benefit Managers
3. Prescription Drug Plans"
"1. Food Allergy Management
2. Anaphylaxis Management
3. School Safety"
"1. Electronic Monitoring
2. Stretch Fabric
3. Physiological Information"
"1. Poison Center Support
2. Enhancement and Awareness
3. Poison Prevention"
"1. Education
2. Professional Development
3. Teacher Support"
"1. Small Business
2. Innovation
3. Protection"
"1. Ignition Interlock Device
2. Driving Under Influence
3. Blood Alcohol Concentration"
"1. Biobased Products
2. Renewable Energy
3. Rural Energy Assistance"
"1. Appalachian Development
2. Regional Definition
3. County Inclusion"
"1. Greenhouse Gas Registry
2. Reporting Requirements
3. Data Collection"
"1. Land Survey
2. Legal Effect
3. Federal Government"
"1. Property
2. Forfeiture
3. Government"
"1. Military Pay
2. Appropriations
3. Government Shutdown"
"1. Social Security
2. Disability Insurance
3. Attorney Fees"
"1. Energy
2. Environment
3. Politics"
"1. Roan Plateau
2. Oil and Gas Leasing
3. Environmental Protection"
"1. Education
2. Science
3. Technology"
"1. Banking Regulation
2. Securities Regulation
3. Affiliation Prohibition"
"1. Medicare
2. Prescription Drugs
3. Generics"
"1. Veterans' Benefits
2. Hearing Loss
3. Tinnitus"
"1. Haitian Refugee Immigration
2. Age and Status Determinations
3. Document Fraud"
"1. Hydraulic Fracturing
2. Chemical Disclosure
3. Water Protection"
"1. Electronic Health Records
2. Medicare Payment Adjustment
3. Meaningful Use"
"1. Fossil Creek
2. Wild and Scenic Rivers
3. National Parks"
"1. Interrogation recording
2. Guidelines development
3. Submission to defense committees"
"1. Regulatory freeze
2. Exemptions
3. Enforcement"
"1. War Funding Accountability Act
2. Iraq Reconstruction
3. Fraud Investigation"
"1. Credit Reporting
2. Consumer Information
3. Credit Repair Organizations"
"1. Electronic Commerce
2. Taxation
3. Physical Presence"
"1. Medicaid
2. Rehabilitation
3. Case Management"
"1. Energy Training
2. Sustainable Energy
3. Community College Grants"
"1. Hepatitis C
2. Prevention
3. Control"
"1. American Opportunity Tax Credit
2. Education Tax Credit
3. Pell Grant Exclusion"
"1. Defense Trade Cooperation
2. Naval Vessel Transfer
3. Foreign Assistance"
"1. Disability Rights
2. Pool Accessibility
3. Public Accommodations"
"1. Airport Security
2. TSA
3. PreCheck"
"1. Health Insurance
2. Tax Credit
3. Medicaid"
"1. Taxation
2. Income Sources
3. Personal Property Sales"
"1. Sexual Assault Prevention
2. Office Establishment
3. Personnel Assignment"
"1. Presidential Inaugural Tickets
2. Ticket Forgery
3. Ticket Sales"
"1. Environmental Law
2. Grid Reliability
3. Emergency Orders"
"1. Disability Rights
2. Pool Accessibility
3. Public Accommodations"
"1. Pension
2. Budget
3. Integrity"
"1. Juvenile Accountability
2. Bullying Prevention
3. Crime Control"
"1. Coast Guard
2. Tidelands
3. Submerged Lands"
"1. Cold War Landmarks
2. Cold War Advisory Committee
3. Cold War Interpretive Handbook"
"1. Internet Radio Equality Act of 2007
2. Copyright Royalty Judges
3. Digital Performance of Sound Recordings"
"1. Energy Policy
2. BLM Offices
3. Montana/Dakotas"
"1. Tariffs
2. Children's Footwear
3. Duties"
"1. Retirement
2. Police
3. Exemptions"
"1. Health
2. Prosthetics
3. Parity"
"1. HIV Treatment
2. Medicaid
3. Federal Match"
"1. Pipeline Modernization
2. Consumer Protection
3. Gas Pipeline Safety"
"1. Child Abuse Prevention
2. Mandatory Reporting
3. Education and Training"
"1. Great Lakes Restoration
2. Semipostal Stamp
3. Environmental Protection Agency"
"1. Rural Credit
2. Business Loans
3. Microentrepreneur Assistance"
"1. Land Exchange
2. National Forest
3. Public Recreation"
"1. Pension Amendment
2. Fraudulent Investments
3. Amortization"
"1. Transportation
2. Funding
3. Programs"
"1. Stillbirth Awareness
2. Stillbirth Research
3. Public Health"
"1. Education
2. Science
3. Employment"
"1. Servicemember
2. Foreclosure
3. Protection"
"1. Transportation
2. Retired Pay
3. Dependents"
"1. Trafficking Victims Protection
2. Child Marriage Prevention
3. Forced Labor Monitoring"
"1. Veterans Identity Protection Act
2. Office of Veterans Identity Protection Claims
3. Claims for injuries suffered"
"1. Social Security Administration
2. Death Records
